Resumen generado por la IA,AI keywords,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Nombre,Entidad,Nueva?,Related 146 Oportunidades,Rollup,Total de nuevas
Invisibilidad: Periferia,Artes Visuales,Estados Unidos,https://womanmadegallery.submittable.com/submit/289398/invisibility-existing-on-the-periphery,,,"July 2, 2024",No,,,,Invisibility: Existing on the Periphery,,0,,,
Contemporary Venice 2025,Concurso de Diseño,,https://www.recursosculturales.com/contemporary-venice/,,Revisar,"December 16, 2024",Yes,,,,"ITSLIQUID abre convocatoria Contemporary Venice 2025 para artistas, arquitectos y diseñadores",ITSLIQUID,1,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
ITSLIQUID London Contemp 2025,"Arte, convocatoria, exposición colectiva",Reino Unido,https://www.recursosculturales.com/itsliquid-london-contemporary/,,,"December 6, 2024",Yes,,,,ITSLIQUID abre convocatoria de presentaciones: London Contemporary 2025,ITSLIQUID,0,,,
Rome Int. Art Fair,,,https://www.recursosculturales.com/rome-international-art-fair/,,,,No,,,,Itsliquid abre convocatoria para Rome International Art Fair,,0,,,
ITSLIQUID Supernatural,"ITSLIQUID Supernatural, convocatoria, recursos culturales",United Kingdom,https://www.recursosculturales.com/itsliquid-supernatural/,,,"July 12, 2024",No,,,,ITSLIQUID anuncia la convocatoria abierta para SUPERNATURAL,,0,,,
IV Certamen Arte Contemp,Arte contemporáneo,España,https://beatrizbertolin.blogspot.com/2024/06/iv-certamen-internacional-de-arte.html,,,"July 17, 2024",No,,,,IV CERTAMEN DE ARTE CONTEMPORÁNEO SALVADOR VICTORI...,,0,,,
IV Certamen Libro Artista,convocatoria,España,https://app.datarte.art/convocatorias/certamen-libro-de-artista,,,"July 30, 2024",No,,,,IV CERTAMEN DE LIBRO DE ARTISTA,,0,,,
IV Cert. Nac. Pintura RCM,,,https://realclubmediterraneo.com/iv-certamen-nacional-de-pintura-del-real-club-mediterraneo/,,,"September 17, 2024",No,,,,IV Certamen Nacional de Pintura Del Real Club Medi...,,0,,,
IV Cert. Nac. Pintura RCM,,,https://www.arteinformado.com/agenda/f/iv-certamen-nacional-de-pintura-real-club-mediterraneo-230849,,,,No,,,,IV Certamen Nacional de Pintura Real Club Mediterraneo,,0,,,
IV Certamen Pto Final,,,https://certamenpuntofinal.quinto.es/bases/,,,"September 3, 2024",No,,,,IV Certamen Punto Final,,0,,,
IV Convocatoria NUDO/KNOT 2024,,,https://www.arteinformado.com/agenda/f/iv-convocatoria-nudo-knot-para-artistas-e-investigadores-2024-232014,,,,No,,,,IV Convocatoria NUDO/KNOT para artistas e investigadores - 2024,,0,,,
Premio Internacional de Fotografía,"Esperanza Pertusa, IV Edición, Premio Internacional de Fotografía",,https://www.fundacionesperanzapertusa.org/bases/,,,"July 1, 2024",No,,,,IV Edición Premio Internacional de Fotografía Espe...,,0,,,
IV Fest Fotografía DDHH,"Arte, Premio Internacional de Fotografía, fotografía",España,https://www.arteinformado.com/agenda/f/iv-festival-internacional-de-fotografia-sobre-derechos-humanos-y-justicia-global-de-barcelona-233338,,,"October 31, 2024",No,,,,IV Festival Internacional de Fotografía sobre Derechos Humanos y Justicia Global de Barcelona,,0,,,
Certamen Pintura Rápida,,,https://laroda.es/wp-content/uploads/2024/06/Bases_del_XIX_Certamen_Nacional_de_Pintura_Rapida_Antonio_Carrilero_-_SEFYCU_4917297-1.pdf,,,,No,,,,IX CERTAMEN NACIONAL DE PINTRUA RÁPIDA ANTONIO CAR...,,0,,,
IX Conc. Fotografía Terror 2024,,,https://terrorificamentecortos.com/concurso-de-fotografia/,,,"October 2, 2024",No,,,,IX Concurso de Fotografía de Terror 2024,,0,,,
JIA Ilus. Award 2024,,,,,,,No,,,,JIA Illustration Award 2024,,0,,,
JTree Hghlnds Art Rsdncy,"Joshua Tree Highlands Artist Residency, residencia de artistas",EEUU,https://www.jthar.com/,,,"December 15, 2024",Yes,,,,Joshua Tree Highlands Artist Residency 2025-26,Resid. Artística Joshua Tree Highlands,0,,,
Premio Julia Margaret Cameron,"Arte contemporáneo, Premio Internacional de Fotografía, premio de arte",,https://www.recursosculturales.com/julia-margaret-cameron-award/,,,"September 15, 2024",No,,,,Julia Margaret Cameron Award for Women Photographers,,0,,,
RONCA Mostra de Cinema,,,http://filmfreeway.com/RONCA-MostradeCinemadeElvas,,,,No,,,,Just a moment...,,0,,,
Kees Eijrond Fndtn,,,https://kefoundation.eu/conteudo_agenda.php?id=29,,,,No,,,,Kees Eijrond Foundation (KEF),,0,,,
Key West Art & Craft Fest,,,https://www.zapplication.org/event-info.php?ID=12481,,,"November 2, 2024",No,,,,Key West Art & Craft Festival,,0,,,
KHN,"KHN Residency, oportunidad para artistas, residencia de artistas",Estados Unidos,https://www.khncenterforthearts.org/residency,,Residencia de Artistas,"September 1, 2024",No,,,,KHN RESIDENCY,,0,,,
13ª Bienal Mediacity Seúl,,,https://mediacityseoul.kr/2024_en/opencall,,,"July 29, 2024",No,,,,LA 13ª BIENAL MEDIACITY DE SEÚL ABRE CONVOCATORIA ...,,0,,,
13A Bienal Mediacity Seúl,"Artistas, Bienal Mediacity Seúl, convocatoria",Corea,https://es.artealdia.com/Convocatorias/LA-13a-BIENAL-MEDIACITY-DE-SEUL-ABRE-CONVOCATORIA-PARA-DIRECTOR-ARTISTICO,,,"July 28, 2024",No,,,,LA 13A BIENAL MEDIACITY DE SEUL ABRE CONVOCATORIA PARA DIRECTOR ARTISTICO,,0,,,
,Artistas,España,https://app.datarte.art/convocatorias/la-gascona-305,,,"July 30, 2024",No,,,,La Gascona. Reserva abierta,,0,,,
Taller video exp. auto,,,https://linktr.ee/laflechadelarte,,,"August 15, 2024",No,,,,"La Idea Continúa - Taller de video expandido, auto...",,0,,,
ARVDC 2024,,,https://amlatina.contemporaryand.com/es/opportunities/residencia-de-artistas-virtuales-digitales-del-caribe-2024/,,,,No,,,,La Residencia de Artistas Virtuales Digitales del Caribe 2024,,0,,,
Risa en un clic,Arte Digital,España,https://www.arteinformado.com/agenda/f/la-risa-en-un-clic-233457,,,"October 20, 2024",No,,,,La risa en un clic,,0,,,
,,,https://laar.cm-lisboa.pt/LAAR/ArtisticResidenceDetail.aspx?ArtisticResidenceId=58,,,,No,,,,"
	LAAR
",,0,,,
Lab Art Prize Ven'25,Arte Digital,Italia,https://www.arteinformado.com/agenda/f/lab-art-prize-venice25-edition-234644,,Destacar,"December 12, 2024",Yes,,,,Lab Art Prize Venice’25 edition,Lab Art Prize,0,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
Lab Inov Social,"Innovación, Proyectos internacionales, oportunidad para artistas",Portugal,https://coesaosocial.cm-porto.pt/laboratorio-de-inovacao-social/laboratorio-de-inovacao-social?utm_source=phpList&utm_medium=email&utm_campaign=Candidaturas+abertas+%7C+Laborat%C3%B3rio+de+Inova%C3%A7%C3%A3o+Social&utm_content=HTML,,,"August 16, 2024",No,,,,Laboratório de Inovação Social | Coesao Social,,0,,,
,,,https://amlatina.contemporaryand.com/es/opportunities/laboratorio-de-pesquisa-mam-sao-paulo/,,,,No,,,,Laboratório de pesquisa MAM São Paulo,,0,,,
Lab Proceso Creativo Ananké Asseff,Residencia para artistas,,https://hipermedula.org/2024/06/laboratorio-de-proceso-creativo-de-ananke-asseff/,,,,No,,,,Laboratorio De Proceso Creativo de Ananké Asseff,,0,,,
LANEAN. Proc. escénicos Azkuna,artes escénicas,,https://www.recursosculturales.com/lanean-programa-apoyo-procesos-escenicos/,,,"September 8, 2024",No,,,,LANEAN. Programa de apoyo a procesos escénicos de Azkuna Zentroa (España),,0,,,
Buitbox,Artistas,España,https://www.recursosculturales.com/las-cigarreras/,,,"July 29, 2024",No,,,,Las Cigarreras abre la convocatoria Buitbox para el desarrollo de proyectos culturales,,0,,,
Las Cuencas Cuentan 2024,Residencia para artistas,,https://www.recursosculturales.com/las-cuencas-cuentan-residencia/,,,"September 8, 2024",No,,,,Las Cuencas Cuentan 2024 – Convocatoria a Residencia,,0,,,
LEME 2024 - NAVEGAR,,,https://lemefestival.pt/navegar-2024/,,,,No,,,,LEME 2024 – Candidaturas abertas para a secção NAVEGAR – LEME,,0,,,
LensCulture Art Awards 2024,,,https://www.lensculture.com/photo-competitions/art-photography-awards/2024,,,"December 22, 2024",No,,,,LensCulture Art Photography Awards 2024,,0,,,
Light Work,"Residencia para artistas, Residencias Artísticas, oportunidad para artistas",EEUU,https://www.recursosculturales.com/becas-light-work-residencias-artistas-fotografia/,,,"January 6, 2025",Yes,,,,"Light Work ofrece becas para residencias de artistas en Syracuse, Estados Unidos",Light Work,0,,,
Lisboa 2030 - Música Artística,,,https://portugal2030.pt/2024/02/01/lisboa-2020-lanca-aviso-para-a-pratica-artistica-da-musica-por-grupos-socialmente-desfavorecidos/?fbclid=IwAR18V5FcPXNUXY2iA77GSJuwlJjusPRri1qPwtVOSlQ8jF0bX0wY-WC0zaw,,,,No,,,,Lisboa 2030 apoia a prática artística da música por grupos socialmente desfavorecidos - Portugal 2030,,0,,,
Loewe Craft Prize 2025,"Craft Prize, Loewe Foundation Craft Prize, Premio de Artesanía",España,https://www.arteinformado.com/agenda/f/loewe-foundation-craft-prize-2025-231970,,,"October 30, 2024",No,,,,Loewe Foundation Craft Prize 2025,,0,,,
LOMA SERENA,LOMA SERENA,,https://www.hybridfiction.net/submissions,,,"November 1, 2024",No,,,,LOMA SERENA,LOMA SERENA,0,,,
Premios MUSE Photography 2025,,,https://www.recursosculturales.com/muse-design-awards/,,,,No,,,,Los premios MUSE Photography Awards tienen abierta su convocatoria 2025,,0,,,
,,,https://lushgroupexhibition.artcall.org/,,,"August 11, 2024",No,,,,Lush: Group Exhibition,,0,,,
Certamen Arte Luarca,"Certamen Nacional, Premio Internacional, convocatoria",España,https://www.injuve.es/gl/convocatorias/premios/lv-certamen-nacional-de-arte-de-luarca,,,"September 1, 2024",No,,,,LV CERTAMEN INTERNACIONAL DE ARTE DE LUARCA (CNAL),,0,,,
,,,https://m.porto.ucp.pt/sites/default/files/files/FEP/CEDH/Projetos/Protocolo-de-atuacao-para-prevencao-intervencao-em-casos-de-sexismo-e-violencia-sexual-em-ambientes-de-lazer-noturno.pdf,,,,No,,,,m.porto.ucp.pt,,0,,,
MacDowell Art,oportunidad para artistas,,https://www.recursosculturales.com/becas-residencias-artisticas-estados-unidos/,,,"September 10, 2024",No,,,,"MacDowell ofrece residencias artísticas en New Hampshire, Estados Unidos",,0,,,
MacDowell Sp/Sum 2025,,,https://www.macdowell.org/apply/application-guidelines,,,"September 12, 2024",No,,,,MacDowell Residency Spring/Summer 2025,,0,,,
Esc. de Arte y Patrimonio UNSAM,,,https://hipermedula.org/2024/10/maestrias-de-la-escuela-de-arte-y-patrimonio-unsam/,,,,No,,,,Maestrías de la Escuela de Arte y Patrimonio UNSAM,Escuela de Arte y Patrimonio UNSAM,0,,,
Main St Gallery Art Show & Sale,,,https://www.mainstreetcreatives.com/gallery-events,,,"August 3, 2024",No,,,,Main Street Gallery 2024 Fine Art Show & Sale,,0,,,
"MARE, Certamen Audiovisual",,,https://www.arteinformado.com/agenda/f/mare-certamen-audiovisual-para-la-conservacion-del-mar-balear-232101,,,,No,,,,"MARE, Certamen Audiovisual para la Conservación del Mar Balear",,0,,,
Máster Artes SUR-UC3M,Maestría,,https://hipermedula.org/2024/06/matricula-abierta-master-en-artes-sur-uc3m/,,,"June 30, 2024",No,,,,"Matrícula abierta, Máster en Artes SUR-UC3M",,0,,,
MF Convocatoria Int. 2024,,,https://es.artealdia.com/Convocatorias/MATTRESS-FACTORY-ABRE-CONVOCATORIA-INTERNACIONAL-2024,,,,No,,,,MATTRESS FACTORY ABRE CONVOCATORIA INTERNACIONAL 2024,,0,,,
,"Residencia para artistas, oportunidad para artistas, programa de residencia",Estados Unidos,https://mccollcenter.org/programs/residency,,Destacar,,No,,,,McColl Center Artist-in-Residence Program,,0,,,
Mec. Cult. Cdad. B. Aires 2024,"CABA 2024, Convocatoria Cultural, Mecenazgo Cultural",Argentina,https://www.recursosculturales.com/mecenazgo-cultural-ciudad-buenos-aires/,,,"October 16, 2024",No,,,,Mecenazgo cultural de la Ciudad de Buenos abrió su convocatoria 2024,,0,,,
Mecenazgo CABA,,,https://hipermedula.org/2024/10/mecenazgo-de-la-ciudad-de-buenos-aires/,,,,No,,,,Mecenazgo de la Ciudad de Buenos Aires,,0,,,
Mejor Stand Estampa,,,https://www.arteinformado.com/agenda/f/mejor-stand-estampa-2023-233737,,,,No,,,,Mejor Stand Estampa 2023,Estampa,0,,,
Mejor Stand Estampa,,,https://www.arteinformado.com/agenda/f/mejor-stand-estampa-2024-233737,,,,No,,,,Mejor Stand Estampa 2024,N/A,0,,,
Metamorfosis Arquetopia,"Metamorfosis Arquetopia, programa de residencia, residencia artística",Múltiples países,https://www.recursosculturales.com/metamorphosis-arquetopia-summer-program-academic-residency/,,,"June 14, 2025",Yes,,,,"Metamorphosis, Arquetopia Summer Program-Academic Residency",Arquetopia,0,,,
MetaU Art Comp 2024,"Competencia de Arte MetaU, Concurso, Premio Internacional",Múltiples Países,https://www.metauart.com/metau-art-competition-2024,,,"December 1, 2024",Yes,,,,MetaU Art International Competition 2024,MetaU Art,0,,,
Mexican Ceramics,"oportunidad para artistas, programa de residencia, residencia de artistas",México,https://www.arquetopia.org/mexican-ceramics-residency,,,,No,,,,Mexican Ceramics Residency Program,,0,,,
Textiles Mex,,,https://www.arquetopia.org/mexican-textiles-residencies,,,"January 2, 2025",No,,,,Mexican Textiles Instructional Residency Programs,,0,,,
,,,https://amlatina.contemporaryand.com/es/opportunities/mexico-que-estamos-traduciendo/,,,,No,,,,México: ¿Qué estamos traduciendo?,,0,,,
Micro R.,,,https://www.proyectoace.org/residencias/micro-residencias/,,,"August 2, 2024",No,,,,Micro Residencias,,0,,,
Microartistas,,,https://www.revistamagenta.com/microresidencia-de-artistas/,,,,No,,,,Microresidencia de Artistas,Resid.,0,,,
MIL 2024 | Open Call Academias,,,https://noteforms.com/forms/open-call-academias-mil-2024-v2-pgizon,,,,No,,,,MIL 2024 | Open Call Academias MIL,,0,,,
Millay Arts Core,,,https://millayarts.submittable.com/submit,,,"October 10, 2024",No,,,,Millay Arts Core Residency,,0,,,
MINI PRINT REUS FORTUNY 2024,,,https://ars-hub.org/mini-print-reus-fortuny/,,,,No,,,,MINI PRINT INTERNACIONAL REUS FORTUNY 2024,,0,,,
Mini Slate Funding,,,https://www.europacriativa.eu/media2/linhas-de-apoio/apoio-a-produtores/desenvolvimento-de-obras-audiovisuais/mini-slate-funding-paises-lcc,,,,No,,,,Mini Slate Funding - Países LCC (Catálogo de Projectos),,0,,,
Convocatoria Festivales Cinematográficos,Cine,,https://www.recursosculturales.com/ayudas-festivales/,,,,No,,,,Ministerio de Cultura convoca ayudas para organización de festivales y certámenes cinematográficos (España),,0,,,
Reflexión Fotográfica 2024,Certamen de Fotografía,,https://www.natphotosociety.com/2024-reflection-photography-contest,,,"December 15, 2024",Yes,,,,Mirroring the World: 2024 Reflection Photography C...,Nat. Photo Society,0,,,
Mobile Photography Awards,Premios de Fotografía Móvil,,https://www.recursosculturales.com/mobile-photography-awards/,,Revisar,"December 17, 2024",Yes,,,,Mobile Photography Awards premios de fotografía con dispositivos móviles,Mobile Photography Awards,1,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
Mobilidade Artistas PALOP,,,https://gulbenkian.pt/apoios-lista/mobilidade-de-artistas-dos-palop-em-artes-visuais/,,,,No,,,,Mobilidade de Artistas dos PALOP em Artes Visuais,,0,,,
Mochila'25 - LAMA teatro,"LAMA teatro, artes escénicas, teatro",,https://lamateatro.com/mochila__trashed/mochila25/,,,"September 15, 2024",No,,,,Mochila'25 - LAMA teatro,,0,,,
Premio intérpretes GDA,Música,Portugal,https://www.fundacaogda.pt/criacao-e-producao/mode/,,Destacar,"January 8, 2025",No,,,,MODE - Premio a intérpretes de la Fundación GDA,Fund. GDA,0,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
Monochromatic Awards 2024,fotografía,,https://www.dodho.com/monochromatic-awards/,,,"July 1, 2024",No,,,,Monochromatic Awards 2024,,0,,,
Moon Festival Videopoesia,"Festival de Videoarte, Videopoesía",Portugal,https://drive.google.com/file/d/12oC9fP6fhVITkTTxcIVrgChridNoC1Bk/view,,,"September 29, 2024",No,,,,MOON-FESTIVAL-VIDEOPOESIA-REGULAMENTO.pdf,,0,,,
Mostra FemArt 2024-25,Exhibición,España,https://www.arteinformado.com/agenda/f/mostra-femart-2024-2025-no-me-cuida-la-historia-me-cuidan-las-archivas-233848,,,"February 23, 2025",Yes,,,,"Mostra FemArt 2024-2025 ""No me cuida la historia, me cuidan las archivas""",FemArt,0,,,
Mostra Igualada 2024,Artes Visuales,España,https://www.recursosculturales.com/mostra-igualada/,,,"July 31, 2024",No,,,,Mostra Igualada 2024 – Feria de espectáculos infantiles y juveniles,,0,,,
Muestra Arte Joven La Rioja,,,https://www.arteinformado.com/agenda/f/muestra-de-arte-joven-en-la-rioja-231568,,,,No,,,,Muestra de Arte Joven en La Rioja,,0,,,
Muestra Ibérica Artes Escénicas,,,https://www.recursosculturales.com/muestra-iberica-de-artes-escenicas/,,,,No,,,,Muestra Ibérica de Artes Escénicas (MAE) abre plazo de presentación para compañías profesionales,,0,,,
Mujeres Mirando Mujeres 2025,"Mujeres Mirando Mujeres 2025, convocatoria 2025, recursos culturales",,https://www.recursosculturales.com/mujeres-mirando-mujeres/,,,"November 24, 2024",No,,,,Mujeres Mirando Mujeres abre su convocatoria 2025,Mujeres Mirando Mujeres,0,,,
Premio AEDAS Málaga Pintura,,,https://www.arteinformado.com/agenda/f/mujeres-i-premio-aedas-homes-de-pintura-de-la-ciudad-de-malaga-232162,,,,No,,,,Mujeres. I Premio AEDAS Homes de Pintura de la ciudad de Málaga,,0,,,
Multi-Conv.,Residencia para artistas,España,https://app.datarte.art/convocatorias/multi-residencia,,,"March 15, 2025",No,,,,Multi-Residencia,Datarte,0,,,
Mural en Serbia (artistas cat.),Open Call B-Murals Residencies,Serbia,https://app.datarte.art/convocatorias/mural-serbia-2024,,,"August 12, 2024",No,,,,Mural en Serbia (solo artistas catalanes),,0,,,
MUSE Design Awards 2025,Concurso de Diseño,Múltiples Países,https://www.recursosculturales.com/muse-design-awards-2/,,,"February 28, 2025",Yes,,,,MUSE Design Awards abre convocatoria 2025,MUSE,0,,,
Museo Preus Open Call 2024 -> Museo Preus,,,https://site.picter.com/preus-museum-open-call-24,,,,No,,,,Museo Preus Open Call 2024,,0,,,
Museo Coruche,Museu de Coruche,,https://www.museu-coruche.org/articles/43,,,"June 23, 2024",No,,,,Museu de Coruche,,0,,,
NARS Intl. Residency,,,https://www.narsfoundation.org/international-residency-program,,,"January 2, 2025",No,,,,NARS Residency Program: Rolling Admission for Inte...,,0,,,
Nat Ink Silkscreen Inst.,,,https://www.arquetopia.org/natural-ink-silkscreen-residency,,,"January 2, 2025",No,,,,Natural Ink Silkscreen Instructional Residency Pro...,,0,,,
,,,https://www.arquetopia.org/natural-pigments-residency,,,"January 2, 2025",No,,,,Natural Pigments Instructional Residency Program (...,,0,,,
Concurso Fotográfico Nature,Premio Internacional de Fotografía,España,https://natureandhumans.com/bases/,,Destacar,"August 6, 2024",No,,,,NATURE AND HUMANS CONCURSO FOTOGRÁFICO,,0,,,
Exhibición de Naturaleza,,,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSf1RyvTtl5ZCugljP6HlqLlJuyUae_e_oSuLDvA5A93-WbGOw%2Fviewform&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSf1RyvTtl5ZCugljP6HlqLlJuyUae_e_oSuLDvA5A93-WbGOw%2Fviewform&ifkv=AdF4I741fg3-jFZxc3xdQRsTvfdrVYNhkvfLXxes-JDVtp6ZnbUqMQLe-1Vi0ba82clOyClDE7oBGg&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S1225470674%3A1722368556330640&ddm=0,,,"August 2, 2024",No,,,,Nature Exhibit,,0,,,
